"","x","y","elevation","slope","aspect","depth","sand","silt","clay","tipi_for","Bodenlands","ele_cat","slope_cat","asp_cat","cat_for"
"299",625800.638826818,5172966.09651792,59,2101,34,318032.562255859,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"300",628800.638826818,5177866.09651792,128,2255,29,137996.688842773,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"301",626400.638826818,5172966.09651792,59,2214,28,5754.16851043701,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"302",627400.638826818,5161066.09651792,59,1952,26,345106.719970703,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"303",628300.638826818,5176566.09651792,62,2132,29,133703.033447266,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"304",615000.638826818,5157366.09651792,59,2064,24,107471.801757812,0.25900000333786,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"305",625300.638826818,5171566.09651792,62,2069,24,244910.64453125,0.251772701740265,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"306",625000.638826818,5170966.09651792,59,1933,29,337501.495361328,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"307",620100.638826818,5159766.09651792,59,2182,22,330632.049560547,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"308",623100.638826818,5173466.09651792,128,2064,27,117836.875915527,0.293999999761581,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"309",629900.638826818,5178566.09651792,62,2199,32,102257.316589355,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"310",628700.638826818,5177766.09651792,62,2253,30,129692.733764648,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"311",625400.638826818,5171466.09651792,59,2087,25,246730.102539062,0.26381453871727,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"312",625400.638826818,5175166.09651792,62,2100,28,174771.102905273,0.199000000953674,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"313",620700.638826818,5160266.09651792,59,2021,30,304998.962402344,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"314",626000.638826818,5175566.09651792,62,2074,33,135225.936889648,0.199000000953674,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"315",629300.638826818,5175766.09651792,128,2101,28,241840.454101562,0.182497695088387,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"316",620700.638826818,5157766.09651792,62,2202,36,245039.016723633,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"317",618800.638826818,5157666.09651792,59,1998,35,44619.6136474609,0.17399999499321,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"318",616500.638826818,5167566.09651792,128,2086,10,9658.3833694458,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"319",622900.638826818,5173266.09651792,62,2088,28,124448.738098145,0.293999999761581,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"320",629100.638826818,5176466.09651792,59,1972,28,275548.095703125,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"321",620800.638826818,5155866.09651792,59,2093,25,281187.652587891,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"322",620700.638826818,5156466.09651792,62,2075,28,272639.678955078,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"323",619500.638826818,5155066.09651792,59,2067,34,76462.4786376953,0.126000002026558,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"324",621000.638826818,5156866.09651792,128,2213,28,311595.458984375,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"325",620900.638826818,5156066.09651792,128,2151,33,265481.262207031,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"326",629700.638826818,5177966.09651792,62,2062,32,151391.265869141,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"327",630200.638826818,5178166.09651792,59,2064,16,252901.580810547,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"328",626000.638826818,5175466.09651792,128,2029,34,130014.022827148,0.199000000953674,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"329",628500.638826818,5177666.09651792,62,2313,26,127729.072570801,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"330",629000.638826818,5178066.09651792,62,2264,27,153766.159057617,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"331",627300.638826818,5161066.09651792,52,1950,25,8306.66542053223,0.242626741528511,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"332",625700.638826818,5172366.09651792,62,2266,32,274438.232421875,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"333",623600.638826818,5161266.09651792,59,1989,23,31548.5897064209,0.256999999284744,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"334",625200.638826818,5172766.09651792,59,1904,33,312093.414306641,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"335",625400.638826818,5169366.09651792,61,2230,31,284902.709960938,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"336",615600.638826818,5159466.09651792,59,2019,31,49537.7197265625,0.256000012159348,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"337",625400.638826818,5172966.09651792,59,1942,31,298392.211914062,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"338",626700.638826818,5161266.09651792,59,2047,26,5176.33819580078,0.194999992847443,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"339",629200.638826818,5175866.09651792,62,2092,31,241655.868530273,0.211999997496605,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"340",615400.638826818,5159666.09651792,59,2025,28,52198.0972290039,0.256000012159348,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"341",616200.638826818,5167466.09651792,128,2060,36,356435.211181641,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"342",616400.638826818,5167466.09651792,128,2108,26,343485.809326172,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"343",628600.638826818,5177466.09651792,62,2205,29,133806.381225586,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"344",628700.638826818,5177466.09651792,62,2159,27,130546.539306641,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"345",627900.638826818,5175366.09651792,59,1845,27,330373.748779297,0.211999997496605,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"346",628500.638826818,5177266.09651792,62,2160,23,128693.908691406,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"347",628900.638826818,5177266.09651792,62,2028,25,119760.673522949,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"348",614600.638826818,5156366.09651792,62,2142,38,128018.096923828,0.127000004053116,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"349",626500.638826818,5176366.09651792,62,2222,31,171045.455932617,0.189999997615814,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"350",626400.638826818,5173266.09651792,62,2139,22,266184.478759766,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"351",628000.638826818,5176766.09651792,62,2239,26,194559.555053711,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"352",630000.638826818,5178566.09651792,62,2130,22,114002.166748047,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"353",629500.638826818,5177566.09651792,59,1983,5,249376.510620117,0.316000014543533,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"354",625600.638826818,5171666.09651792,62,2227,23,250982.604980469,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"355",623000.638826818,5160566.09651792,59,2074,14,357311.981201172,0.335570156574249,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"356",616400.638826818,5167366.09651792,128,2154,23,9396.54159545898,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"357",625200.638826818,5170366.09651792,62,2098,27,260859.191894531,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"358",618200.638826818,5157966.09651792,52,1977,39,352704.162597656,0.133000001311302,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"359",625200.638826818,5172666.09651792,59,1953,30,311023.254394531,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"360",625500.638826818,5172866.09651792,59,2026,29,299167.388916016,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"361",621100.638826818,5157366.09651792,59,2187,22,215281.051635742,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"362",625400.638826818,5171866.09651792,59,2144,32,280225.799560547,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"363",630200.638826818,5178566.09651792,59,2158,28,242991.470336914,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"364",628200.638826818,5177166.09651792,62,2240,26,112360.420227051,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"365",627700.638826818,5176766.09651792,128,2243,31,170418.197631836,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"366",614300.638826818,5154766.09651792,62,2230,37,141414.138793945,0.162000000476837,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"367",625600.638826818,5171466.09651792,62,2182,26,244808.654785156,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"368",621100.638826818,5160466.09651792,59,2077,27,349321.075439453,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"369",628600.638826818,5177666.09651792,62,2268,29,121641.899108887,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"370",630100.638826818,5178666.09651792,62,2145,16,224260.711669922,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"371",620700.638826818,5173266.09651792,62,2094,27,196483.184814453,0.254000008106232,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"372",616600.638826818,5167666.09651792,59,2061,18,87343.1015014648,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"373",614000.638826818,5165366.09651792,128,2207,22,253641.510009766,0.270000010728836,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"374",628300.638826818,5175466.09651792,59,1894,38,340093.200683594,0.211999997496605,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"375",623700.638826818,5161266.09651792,59,1949,26,18619.701385498,0.256999999284744,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"376",628800.638826818,5160966.09651792,59,2104,30,3282.73415565491,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"377",624100.638826818,5168766.09651792,59,2035,30,303747.680664062,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"378",615100.638826818,5167066.09651792,128,1997,38,339967.7734375,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"379",620800.638826818,5156166.09651792,59,2081,31,258473.6328125,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"380",620600.638826818,5156166.09651792,59,1993,23,261674.285888672,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"381",629100.638826818,5161166.09651792,128,1999,21,20026.8993377686,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"382",628900.638826818,5161166.09651792,59,1980,30,350393.951416016,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"383",628700.638826818,5160966.09651792,59,2092,33,355048.736572266,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"384",620700.638826818,5155966.09651792,59,2045,25,275614.013671875,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"385",624100.638826818,5174866.09651792,128,2258,27,145013.336181641,0.24099999666214,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"386",629100.638826818,5177666.09651792,62,2079,22,128329.116821289,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"387",629000.638826818,5177666.09651792,59,2119,24,124954.345703125,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"388",630400.638826818,5178066.09651792,59,2135,33,272353.637695312,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"389",620600.638826818,5159166.09651792,128,2304,28,243944.65637207,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"390",614700.638826818,5154966.09651792,59,2072,28,67281.8832397461,0.162000000476837,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"391",629000.638826818,5177766.09651792,62,2142,26,127750.633239746,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"392",628600.638826818,5177766.09651792,59,2299,28,128004.730224609,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"393",619800.638826818,5160066.09651792,59,1960,35,317427.978515625,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"394",629300.638826818,5177966.09651792,128,2141,30,165635.223388672,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"395",617000.638826818,5166866.09651792,59,2099,25,109907.485961914,0.215000003576279,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"396",628000.638826818,5176466.09651792,62,2069,29,199820.419311523,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"397",620900.638826818,5157766.09651792,62,2305,33,208630.157470703,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"398",626300.638826818,5173466.09651792,59,2089,25,288527.679443359,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"399",616400.638826818,5167566.09651792,128,2054,27,317490.753173828,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"400",624400.638826818,5168666.09651792,59,2154,20,332917.755126953,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"401",620400.638826818,5158666.09651792,59,2091,33,259824.432373047,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"402",629100.638826818,5168166.09651792,128,2043,33,59016.1247253418,0.19200000166893,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"403",616300.638826818,5167566.09651792,128,2010,32,328482.177734375,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"404",620400.638826818,5158066.09651792,59,2007,32,290607.299804688,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"405",629200.638826818,5167966.09651792,128,2062,34,61888.1683349609,0.19200000166893,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"406",626600.638826818,5176166.09651792,62,2089,31,159647.537231445,0.189999997615814,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"407",627700.638826818,5175266.09651792,59,1834,28,334428.894042969,0.211999997496605,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"408",625100.638826818,5170866.09651792,59,2013,27,326961.059570312,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"409",627800.638826818,5176366.09651792,62,2038,22,146029.754638672,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"410",620600.638826818,5173466.09651792,128,2183,34,192803.451538086,0.254000008106232,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"411",624400.638826818,5161466.09651792,59,1965,29,1075.8752822876,0.186000004410744,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"412",622700.638826818,5160466.09651792,128,2107,20,326453.277587891,0.316000014543533,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"413",620400.638826818,5158166.09651792,59,1984,30,284252.349853516,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"414",620200.638826818,5159066.09651792,59,2157,29,211738.739013672,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"415",615000.638826818,5158366.09651792,59,2128,24,128441.497802734,0.293999999761581,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"416",618900.638826818,5157066.09651792,59,2062,32,85631.6909790039,0.17399999499321,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"417",628200.638826818,5176566.09651792,128,2157,25,169701.690673828,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"418",629100.638826818,5176766.09651792,59,1940,31,284242.156982422,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"419",625800.638826818,5173166.09651792,59,2008,30,317883.056640625,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"420",620800.638826818,5157666.09651792,59,2216,32,220719.009399414,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"421",625400.638826818,5172366.09651792,59,2102,28,286346.405029297,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"422",629100.638826818,5178066.09651792,128,2246,29,158141.342163086,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"423",620800.638826818,5173266.09651792,62,2103,28,194567.21496582,0.254000008106232,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"424",630000.638826818,5178466.09651792,59,2113,23,119111.022949219,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"425",618000.638826818,5157866.09651792,52,2020,38,342940.765380859,0.133000001311302,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"426",617800.638826818,5157666.09651792,59,2104,32,336946.502685547,0.159999996423721,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"427",627600.638826818,5160866.09651792,59,2134,36,311789.031982422,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"428",627600.638826818,5176666.09651792,128,2188,26,180467.758178711,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"429",621600.638826818,5172666.09651792,62,2072,29,242922.012329102,0.254000008106232,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"430",622800.638826818,5173266.09651792,62,2133,26,120037.582397461,0.293999999761581,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"431",625400.638826818,5172466.09651792,59,2079,29,294148.101806641,0.243000000715256,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"432",622800.638826818,5160566.09651792,59,2085,18,13711.2493515015,0.316000014543533,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"433",620900.638826818,5157566.09651792,59,2201,27,223529.220581055,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"434",614100.638826818,5165266.09651792,128,2244,26,262790.008544922,0.270000010728836,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"435",615700.638826818,5166966.09651792,128,2188,25,257726.684570312,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"436",621400.638826818,5174166.09651792,128,2094,28,331403.381347656,0.254000008106232,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"437",615700.638826818,5167366.09651792,128,2080,32,352506.744384766,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"438",616600.638826818,5167766.09651792,128,2056,18,19247.7626800537,0.20100000500679,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"439",620800.638826818,5156066.09651792,62,2082,30,272756.225585938,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"440",620100.638826818,5159166.09651792,59,2178,25,219745.040893555,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"441",628300.638826818,5176466.09651792,62,2090,32,145604.156494141,0.259999990463257,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"442",628800.638826818,5160866.09651792,59,2151,21,27015.754699707,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"443",628400.638826818,5168666.09651792,62,2252,31,247391.937255859,0.19200000166893,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"444",623100.638826818,5153166.09651792,59,2234,22,263980.255126953,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
"445",620800.638826818,5156666.09651792,59,2134,31,267714.630126953,0.245000004768372,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,2,"AE"
"446",629100.638826818,5161066.09651792,128,2022,19,60124.1035461426,0.222000002861023,42.689998626709,39.1500015258789,"AE","Fs10-FT5-La6-Ge1-Zi1,4",100,12,1,"AE"
