"id","model.climate.tableName","model.site.soilDepth","model.site.swdC","model.site.otherC","model.site.youngRefractoryC","model.site.availableNitrogen","model.site.youngLabileC","model.site.somC","model.site.pctClay","model.site.pctSilt","model.site.pctSand"
28805,"climate749",133.000001311302,NA,NA,NA,NA,NA,260680,"18","41","41"
28911,"climate760",225.999996066093,NA,NA,NA,NA,NA,NA,"6","38","56"
28806,"climate749",138.853549957275,NA,NA,NA,NA,NA,260680,"18","41","41"
28701,"climate749",133.000001311302,NA,NA,NA,NA,NA,260680,"18","41","41"
28593,"climate749",113.789170980453,NA,NA,NA,NA,NA,260680,"2","11","87"
29016,"climate760",225.999996066093,NA,NA,NA,NA,NA,NA,"6","38","56"
28912,"climate758",225.999996066093,NA,NA,NA,NA,NA,NA,"6","38","56"
28807,"climate749",140.350103378296,NA,NA,NA,NA,NA,260680,"30","39","31"
28702,"climate749",133.000001311302,NA,NA,NA,NA,NA,260680,"18","41","41"
28594,"climate722",128.687083721161,NA,NA,NA,NA,NA,260680,"18","41","41"
28486,"climate722",111.447647213936,NA,NA,NA,NA,NA,260680,"2","11","87"
29017,"climate760",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28913,"climate758",211.775258183479,NA,NA,NA,NA,NA,NA,"6","38","56"
28808,"climate758",42.8014621138573,NA,NA,NA,NA,NA,NA,"18","41","41"
28703,"climate750",124.628804624081,NA,NA,NA,NA,NA,260680,"30","39","31"
28595,"climate722",133.000001311302,NA,NA,NA,NA,NA,260680,"18","41","41"
28487,"climate722",111.817769706249,NA,NA,NA,NA,NA,260680,"2","11","87"
29120,"climate765",225.999996066093,NA,NA,NA,NA,NA,NA,"6","38","56"
29018,"climate760",179.984077811241,NA,NA,NA,NA,NA,NA,"18","41","41"
28914,"climate758",222.363203763962,NA,NA,NA,NA,NA,NA,"6","38","56"
28809,"climate758",183.620870113373,NA,NA,NA,NA,NA,NA,"18","41","41"
28704,"climate750",136.713311076164,NA,NA,NA,NA,NA,260680,"30","39","31"
28596,"climate722",133.000001311302,NA,NA,NA,NA,NA,260680,"18","41","41"
28488,"climate722",111.817769706249,NA,NA,NA,NA,NA,260680,"2","11","87"
28377,"climate722",126.869305968285,NA,NA,NA,NA,NA,260680,"30","39","31"
29121,"climate765",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29019,"climate760",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28915,"climate758",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28810,"climate758",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28705,"climate750",194.33605670929,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
28597,"climate750",138.853549957275,NA,NA,NA,NA,NA,260680,"18","41","41"
28489,"climate722",128.687083721161,NA,NA,NA,NA,NA,260680,"18","41","41"
28378,"climate722",142.164707183838,NA,NA,NA,NA,NA,260680,"2","11","87"
28267,"climate722",90.5447825789452,NA,NA,NA,NA,NA,NA,"30","39","31"
28706,"climate751",42.3791259527206,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28598,"climate750",126.125350594521,NA,NA,NA,NA,NA,260680,"30","39","31"
28490,"climate722",168.20552945137,NA,NA,NA,NA,NA,NA,"30","39","31"
28379,"climate722",114.255122840405,NA,NA,NA,NA,NA,NA,"30","39","31"
28268,"climate722",166.275799274445,NA,NA,NA,NA,NA,176215,"18","41","41"
28158,"climate722",171.1595505476,NA,NA,NA,NA,NA,176215,"18","41","41"
28599,"climate750",157.694086432457,NA,NA,NA,NA,NA,NA,"30","39","31"
28491,"climate722",180.22757768631,NA,NA,NA,NA,NA,NA,"4","25","71"
28380,"climate722",106.401704251766,NA,NA,NA,NA,NA,NA,"4","25","71"
28269,"climate722",188.412800431252,NA,NA,NA,NA,NA,176215,"18","41","41"
28159,"climate722",184.998273849487,NA,NA,NA,NA,NA,260680,"30","39","31"
29222,"climate760",225.999996066093,NA,NA,NA,NA,NA,NA,"6","38","56"
29124,"climate760",14.2247434705496,NA,NA,NA,NA,NA,24960,"0","0","0"
28708,"climate751",165.759339928627,NA,NA,NA,NA,NA,NA,"18","41","41"
28600,"climate750",180.919706821442,NA,NA,NA,NA,NA,NA,"30","39","31"
28492,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28381,"climate722",106.401704251766,NA,NA,NA,NA,NA,NA,"4","25","71"
28270,"climate722",188.412800431252,NA,NA,NA,NA,NA,176215,"18","41","41"
28160,"climate722",182.185500860214,NA,NA,NA,NA,NA,260680,"2","11","87"
28050,"climate722",180.999994277954,NA,NA,NA,NA,NA,260680,"2","11","87"
29841,"climate749",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29740,"climate749",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29635,"climate749",41.3513630628586,NA,NA,NA,NA,NA,24960,"0","0","0"
29223,"climate760",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29125,"climate760",3.63679160363972,NA,NA,NA,NA,NA,24960,"0","0","0"
28709,"climate751",42.3791259527206,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28601,"climate750",170.331761240959,NA,NA,NA,NA,NA,NA,"30","39","31"
28493,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28382,"climate722",92.4661830067635,NA,NA,NA,NA,NA,260680,"2","11","87"
28271,"climate722",102.870345115662,NA,NA,NA,NA,NA,260680,"2","11","87"
28161,"climate722",185.948967933655,NA,NA,NA,NA,NA,260680,"30","39","31"
28051,"climate722",181.944116950035,NA,NA,NA,NA,NA,260680,"2","11","87"
29842,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29741,"climate749",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29636,"climate749",203.932911157608,NA,NA,NA,NA,NA,NA,"18","41","41"
29528,"climate749",15.7982762902975,NA,NA,NA,NA,NA,24960,"0","0","0"
29224,"climate624",179.984077811241,NA,NA,NA,NA,NA,NA,"18","41","41"
29126,"climate758",179.984077811241,NA,NA,NA,NA,NA,NA,"18","41","41"
29024,"climate618",14.2247434705496,NA,NA,NA,NA,NA,24960,"0","0","0"
28602,"climate750",166.694968938828,NA,NA,NA,NA,NA,NA,"30","39","31"
28494,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28383,"climate722",162.248179316521,NA,NA,NA,NA,NA,NA,"30","39","31"
28272,"climate722",160.638973116875,NA,NA,NA,NA,NA,NA,"30","39","31"
28162,"climate722",182.203575968742,NA,NA,NA,NA,NA,NA,"30","39","31"
28052,"climate722",181.241378188133,NA,NA,NA,NA,NA,260680,"30","39","31"
29843,"climate769",235.201716423035,NA,NA,NA,NA,NA,NA,"6","38","56"
29742,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29637,"climate749",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29529,"climate749",19.8373682796955,NA,NA,NA,NA,NA,24960,"0","0","0"
29421,"climate749",125.419676303864,NA,NA,NA,NA,NA,NA,"18","41","41"
29321,"climate624",28.1716454774141,NA,NA,NA,NA,NA,24960,"0","0","0"
29225,"climate624",46.0159182548523,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29127,"climate758",211.775258183479,NA,NA,NA,NA,NA,NA,"6","38","56"
29025,"climate618",17.8615357726812,NA,NA,NA,NA,NA,24960,"0","0","0"
28603,"climate750",166.694968938828,NA,NA,NA,NA,NA,NA,"30","39","31"
28495,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28384,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28273,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28163,"climate722",180.999994277954,NA,NA,NA,NA,NA,176215,"18","41","41"
28053,"climate722",106.921710073948,NA,NA,NA,NA,NA,260680,"2","11","87"
30019,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29936,"climate769",199.893832206726,NA,NA,NA,NA,NA,NA,"18","41","41"
29844,"climate769",246.960908174515,NA,NA,NA,NA,NA,NA,"6","38","56"
29743,"climate624",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29638,"climate624",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29530,"climate624",19.8373682796955,NA,NA,NA,NA,NA,24960,"0","0","0"
29422,"climate624",32.0656225085258,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29322,"climate624",128.171414136887,NA,NA,NA,NA,NA,NA,"18","41","41"
29226,"climate750",10.76296903193,NA,NA,NA,NA,NA,24960,"0","0","0"
29128,"climate624",42.3791259527206,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29026,"climate758",169.396132230759,NA,NA,NA,NA,NA,NA,"18","41","41"
28922,"climate609",14.2247434705496,NA,NA,NA,NA,NA,24960,"0","0","0"
28604,"climate750",199.700146913528,NA,NA,NA,NA,NA,260680,"18","41","41"
28496,"climate734",183.832362294197,NA,NA,NA,NA,NA,NA,"30","39","31"
28385,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28274,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28164,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"30","39","31"
28054,"climate722",87.9823639988899,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
30020,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29937,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29845,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29744,"climate758",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29639,"climate758",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29531,"climate750",203.932911157608,NA,NA,NA,NA,NA,NA,"18","41","41"
29423,"climate750",15.7982762902975,NA,NA,NA,NA,NA,24960,"0","0","0"
29323,"climate750",32.0656225085258,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29227,"climate750",2.75173177942634,NA,NA,NA,NA,NA,24960,"0","0","0"
29129,"climate750",165.759339928627,NA,NA,NA,NA,NA,NA,"18","41","41"
29027,"climate751",222.363203763962,NA,NA,NA,NA,NA,NA,"6","38","56"
28923,"climate609",17.8615357726812,NA,NA,NA,NA,NA,24960,"0","0","0"
28605,"climate751",42.3791259527206,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28497,"climate734",170.331761240959,NA,NA,NA,NA,NA,NA,"30","39","31"
28386,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28275,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28165,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28055,"climate722",153.992727398872,NA,NA,NA,NA,NA,260680,"30","39","31"
27947,"climate722",151.675075292587,NA,NA,NA,NA,NA,260680,"30","39","31"
29938,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29846,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29745,"climate758",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29640,"climate758",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29532,"climate750",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29424,"climate750",19.8373682796955,NA,NA,NA,NA,NA,24960,"0","0","0"
29130,"climate750",208.138465881348,NA,NA,NA,NA,NA,NA,"6","38","56"
29028,"climate750",60.2406598627567,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28924,"climate751",3.63679160363972,NA,NA,NA,NA,NA,24960,"0","0","0"
28819,"climate752",115.884847939014,NA,NA,NA,NA,NA,NA,"18","41","41"
28714,"climate752",9.94473230093718,NA,NA,NA,NA,NA,24960,"0","0","0"
28498,"climate734",166.694968938828,NA,NA,NA,NA,NA,NA,"30","39","31"
28387,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28276,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28166,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28056,"climate722",170.869365334511,NA,NA,NA,NA,NA,176215,"18","41","41"
27948,"climate722",170.000001788139,NA,NA,NA,NA,NA,260680,"18","41","41"
29939,"climate769",235.201716423035,NA,NA,NA,NA,NA,NA,"6","38","56"
29847,"climate769",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29746,"climate758",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29641,"climate751",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29533,"climate750",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29425,"climate750",203.932911157608,NA,NA,NA,NA,NA,NA,"18","41","41"
29325,"climate750",199.893832206726,NA,NA,NA,NA,NA,NA,"18","41","41"
29229,"climate750",15.7982762902975,NA,NA,NA,NA,NA,24960,"0","0","0"
29131,"climate750",42.3791259527206,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29029,"climate750",3.63679160363972,NA,NA,NA,NA,NA,24960,"0","0","0"
28925,"climate751",115.884847939014,NA,NA,NA,NA,NA,NA,"18","41","41"
28820,"climate752",39.5726151764393,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28715,"climate752",2.54253577440977,NA,NA,NA,NA,NA,24960,"0","0","0"
28499,"climate734",166.694968938828,NA,NA,NA,NA,NA,NA,"30","39","31"
28388,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28277,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28167,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28057,"climate722",170.869365334511,NA,NA,NA,NA,NA,176215,"18","41","41"
27949,"climate722",170.000001788139,NA,NA,NA,NA,NA,260680,"18","41","41"
29940,"climate769",47.067079693079,NA,NA,NA,NA,NA,24960,"0","0","0"
29848,"climate769",51.1061735451221,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29747,"climate758",51.1061735451221,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29642,"climate751",51.1061735451221,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29534,"climate750",235.201716423035,NA,NA,NA,NA,NA,NA,"6","38","56"
29426,"climate750",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29326,"climate750",66.9044479727745,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29230,"climate750",4.03909152373672,NA,NA,NA,NA,NA,24960,"0","0","0"
28926,"climate751",29.6278838068247,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28821,"climate752",2.54253577440977,NA,NA,NA,NA,NA,24960,"0","0","0"
28500,"climate736",166.694968938828,NA,NA,NA,NA,NA,NA,"30","39","31"
28389,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28278,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28168,"climate722",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28058,"climate722",178.937301039696,NA,NA,NA,NA,NA,NA,"30","39","31"
27950,"climate722",132.553040981293,NA,NA,NA,NA,NA,260680,"2","11","87"
27655,"climate639",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27561,"climate639",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27465,"climate639",158.355981111526,NA,NA,NA,NA,NA,260680,"18","41","41"
27007,"climate654",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26922,"climate649",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26840,"climate639",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26757,"climate639",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26513,"climate639",180.999994277954,NA,NA,NA,NA,NA,NA,"6","38","56"
29535,"climate750",231.162637472153,NA,NA,NA,NA,NA,NA,"6","38","56"
29427,"climate750",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29327,"climate750",203.932911157608,NA,NA,NA,NA,NA,NA,"18","41","41"
29231,"climate751",15.7982762902975,NA,NA,NA,NA,NA,24960,"0","0","0"
29031,"climate751",93.147948384285,NA,NA,NA,NA,NA,NA,"18","41","41"
28927,"climate751",101.14149749279,NA,NA,NA,NA,NA,NA,"18","41","41"
28822,"climate752",7.99355003982782,NA,NA,NA,NA,NA,24960,"0","0","0"
28501,"climate736",199.700146913528,NA,NA,NA,NA,NA,260680,"18","41","41"
28390,"climate736",183.832362294197,NA,NA,NA,NA,NA,NA,"30","39","31"
28279,"climate734",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28169,"climate689",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
28059,"climate689",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
27951,"climate689",122.97909706831,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
27849,"climate689",193.545192480087,NA,NA,NA,NA,NA,NA,"30","39","31"
27751,"climate691",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27656,"climate691",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27562,"climate691",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27466,"climate639",206.202685832977,NA,NA,NA,NA,NA,260680,"18","41","41"
27371,"climate639",204.93283867836,NA,NA,NA,NA,NA,260680,"30","39","31"
27008,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26923,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26841,"climate649",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26758,"climate639",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26675,"climate639",104.923434555531,NA,NA,NA,NA,NA,260680,"30","39","31"
26595,"climate639",153.83180975914,NA,NA,NA,NA,NA,260680,"2","11","87"
26514,"climate639",180.181756615639,NA,NA,NA,NA,NA,NA,"6","38","56"
25004,"climate654",100.000001490116,NA,NA,NA,NA,NA,260680,"2","11","87"
24925,"climate649",230.299547314644,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
24845,"climate649",125.700443983078,NA,NA,NA,NA,NA,NA,"18","41","41"
24765,"climate649",146.77420258522,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
24685,"climate639",109.225802123547,NA,NA,NA,NA,NA,NA,"18","41","41"
29536,"climate751",47.067079693079,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29428,"climate750",235.201716423035,NA,NA,NA,NA,NA,NA,"6","38","56"
29328,"climate751",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29232,"climate752",203.932911157608,NA,NA,NA,NA,NA,NA,"18","41","41"
29134,"climate752",15.7982762902975,NA,NA,NA,NA,NA,24960,"0","0","0"
29032,"climate752",23.8148178905249,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28928,"climate752",25.8585009723902,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28823,"climate752",2.04368378035724,NA,NA,NA,NA,NA,24960,"0","0","0"
28502,"climate736",175.133287906647,NA,NA,NA,NA,NA,176215,"2","11","87"
28391,"climate736",181.724146008492,NA,NA,NA,NA,NA,NA,"4","25","71"
28280,"climate734",150.928616523743,NA,NA,NA,NA,NA,NA,"12","39","49"
28170,"climate689",178.419411182404,NA,NA,NA,NA,NA,NA,"4","25","71"
28060,"climate689",180.999994277954,NA,NA,NA,NA,NA,NA,"4","25","71"
27952,"climate689",122.97909706831,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
27850,"climate689",212.859570980072,NA,NA,NA,NA,NA,NA,"4","25","71"
27752,"climate694",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27657,"climate694",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27563,"climate691",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27467,"climate689",220.079034566879,NA,NA,NA,NA,NA,176215,"18","41","41"
27372,"climate689",219.999998807907,NA,NA,NA,NA,NA,260680,"18","41","41"
27279,"climate689",165.724813938141,NA,NA,NA,NA,NA,260680,"2","11","87"
27097,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
27009,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26924,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26842,"climate694",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26759,"climate689",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26676,"climate689",151.873424649239,NA,NA,NA,NA,NA,260680,"2","11","87"
26596,"climate639",166.616082191467,NA,NA,NA,NA,NA,260680,"2","11","87"
26515,"climate639",179.972559213638,NA,NA,NA,NA,NA,NA,"6","38","56"
26432,"climate639",171.465173363686,NA,NA,NA,NA,NA,NA,"18","41","41"
25585,"climate654",135.000005364418,NA,NA,NA,NA,NA,NA,"6","38","56"
25496,"climate649",135.000005364418,NA,NA,NA,NA,NA,NA,"6","38","56"
25005,"climate654",208.123818039894,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
24926,"climate650",253.489643335342,NA,NA,NA,NA,NA,NA,"6","38","56"
24846,"climate649",112.329199910164,NA,NA,NA,NA,NA,260680,"2","11","87"
24766,"climate649",110.501021146774,NA,NA,NA,NA,NA,NA,"18","41","41"
24686,"climate639",100.901149213314,NA,NA,NA,NA,NA,260680,"2","11","87"
24606,"climate639",100.000001490116,NA,NA,NA,NA,NA,260680,"2","11","87"
29429,"climate751",47.067079693079,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29329,"climate752",235.201716423035,NA,NA,NA,NA,NA,NA,"6","38","56"
29233,"climate752",250.999987125397,NA,NA,NA,NA,NA,NA,"6","38","56"
29135,"climate752",19.8373682796955,NA,NA,NA,NA,NA,24960,"0","0","0"
29033,"climate752",162.825539708138,NA,NA,NA,NA,NA,NA,"30","39","31"
28929,"climate752",107.120923697948,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
28824,"climate737",101.14149749279,NA,NA,NA,NA,NA,NA,"18","41","41"
28719,"climate737",101.14149749279,NA,NA,NA,NA,NA,NA,"18","41","41"
28611,"climate737",101.14149749279,NA,NA,NA,NA,NA,NA,"18","41","41"
28503,"climate736",135.082304477692,NA,NA,NA,NA,NA,260680,"18","41","41"
28392,"climate736",168.799787759781,NA,NA,NA,NA,NA,176215,"2","11","87"
28281,"climate734",141.751617193222,NA,NA,NA,NA,NA,176215,"18","41","41"
28171,"climate689",146.891862154007,NA,NA,NA,NA,NA,176215,"18","41","41"
28061,"climate689",132.149219512939,NA,NA,NA,NA,NA,NA,"18","41","41"
27953,"climate689",119.013793766499,NA,NA,NA,NA,NA,NA,"6","38","56"
27851,"climate694",212.859570980072,NA,NA,NA,NA,NA,NA,"4","25","71"
27753,"climate694",145.454809069633,NA,NA,NA,NA,NA,260680,"2","11","87"
27658,"climate694",214.517042040825,NA,NA,NA,NA,NA,NA,"2","11","87"
27564,"climate692",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27468,"climate689",220.079034566879,NA,NA,NA,NA,NA,176215,"18","41","41"
27373,"climate689",200.930342078209,NA,NA,NA,NA,NA,NA,"30","39","31"
27280,"climate689",185.417518019676,NA,NA,NA,NA,NA,NA,"30","39","31"
27188,"climate689",184.226706624031,NA,NA,NA,NA,NA,NA,"30","39","31"
27098,"climate697",169.636473059654,NA,NA,NA,NA,NA,260680,"30","39","31"
27010,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26925,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26843,"climate694",207.606211304665,NA,NA,NA,NA,NA,NA,"30","39","31"
26760,"climate694",211.005046963692,NA,NA,NA,NA,NA,NA,"30","39","31"
26677,"climate689",211.005046963692,NA,NA,NA,NA,NA,NA,"30","39","31"
26597,"climate689",171.398833394051,NA,NA,NA,NA,NA,260680,"30","39","31"
26516,"climate639",170.43773829937,NA,NA,NA,NA,NA,NA,"18","41","41"
26433,"climate639",127.136081457138,NA,NA,NA,NA,NA,260680,"30","39","31"
26352,"climate639",174.01011288166,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
25586,"climate654",181.190609931946,NA,NA,NA,NA,NA,NA,"18","41","41"
25497,"climate649",138.650596141815,NA,NA,NA,NA,NA,NA,"6","38","56"
25006,"climate655",235.767468810081,NA,NA,NA,NA,NA,NA,"6","38","56"
24927,"climate650",274.336218833923,NA,NA,NA,NA,NA,NA,"30","39","31"
24847,"climate650",246.656894683838,NA,NA,NA,NA,NA,NA,"30","39","31"
24767,"climate649",244.146540760994,NA,NA,NA,NA,NA,NA,"30","39","31"
24687,"climate629",244.146540760994,NA,NA,NA,NA,NA,NA,"30","39","31"
24607,"climate629",111.392386257648,NA,NA,NA,NA,NA,260680,"30","39","31"
24525,"climate639",100.000001490116,NA,NA,NA,NA,NA,260680,"2","11","87"
29330,"climate752",47.067079693079,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
29234,"climate752",235.201716423035,NA,NA,NA,NA,NA,NA,"6","38","56"
29136,"climate752",203.932911157608,NA,NA,NA,NA,NA,NA,"18","41","41"
29034,"climate752",57.4273280799389,NA,NA,NA,NA,NA,260680,"2","11","87"
28930,"climate745",294.362455606461,NA,NA,NA,NA,NA,NA,"4","25","71"
28825,"climate737",48.769149929285,NA,NA,NA,NA,NA,NA,"18","41","41"
28720,"climate737",25.8585009723902,NA,NA,NA,NA,NA,186886.5302,"18","41","41"
28612,"climate737",119.00644749403,NA,NA,NA,NA,NA,NA,"6","38","56"
28504,"climate736",127.000004053116,NA,NA,NA,NA,NA,NA,"6","38","56"
28393,"climate723",165.680602192879,NA,NA,NA,NA,NA,176215,"18","41","41"
28282,"climate723",101.031340658665,NA,NA,NA,NA,NA,NA,"4","25","71"
28172,"climate689",99.5992571115494,NA,NA,NA,NA,NA,176215,"18","41","41"
28062,"climate689",93.8386768102646,NA,NA,NA,NA,NA,NA,"18","41","41"
27954,"climate689",191.594004631042,NA,NA,NA,NA,NA,NA,"30","39","31"
27852,"climate694",219.342529773712,NA,NA,NA,NA,NA,NA,"4","25","71"
27754,"climate694",201.68562233448,NA,NA,NA,NA,NA,NA,"30","39","31"
27659,"climate694",219.342529773712,NA,NA,NA,NA,NA,NA,"4","25","71"
27565,"climate692",221.000000834465,NA,NA,NA,NA,NA,NA,"4","25","71"
27469,"climate692",220.079034566879,NA,NA,NA,NA,NA,176215,"18","41","41"
27374,"climate689",196.054860949516,NA,NA,NA,NA,NA,NA,"30","39","31"
27281,"climate689",194.000005722046,NA,NA,NA,NA,NA,NA,"4","25","71"
27189,"climate689",194.000005722046,NA,NA,NA,NA,NA,NA,"4","25","71"
27099,"climate697",170.054867863655,NA,NA,NA,NA,NA,260680,"30","39","31"
27011,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26926,"climate697",167.999997735023,NA,NA,NA,NA,NA,260680,"2","11","87"
26844,"climate694",217.732205986977,NA,NA,NA,NA,NA,NA,"2","11","87"
26761,"climate692",222.000002861023,NA,NA,NA,NA,NA,NA,"4","25","71"
26678,"climate692",222.000002861023,NA,NA,NA,NA,NA,NA,"4","25","71"
26598,"climate689",172.26779460907,NA,NA,NA,NA,NA,260680,"30","39","31"
26517,"climate629",177.534833550453,NA,NA,NA,NA,NA,107663.1111,"18","41","41"
26434,"climate639",117.244102060795,NA,NA,NA,NA,NA,260680,"18","41","41"
26353,"climate639",124.938756227493,NA,NA,NA,NA,NA,260680,"30","39","31"
