"id","model.climate.tableName","model.site.soilDepth","model.site.pctSand","model.site.pctSilt","model.site.pctClay","model.site.swdC","model.site.otherC","model.site.youngRefractoryC","model.site.availableNitrogen","model.site.youngLabileC","model.site.somC"
9695,"climate285",210.39205789566,44.2066802978516,39.2352981567383,16.5533561706543,198.93787375,87.35541025,2444.32367033333,61,20818.1194731035,48222.7925941118
9546,"climate285",206.049114465714,43.8485412597656,39.2151565551758,16.9303741455078,198.93787375,87.35541025,2444.32367033333,57.75,20818.1194731035,48222.7925941118
9400,"climate285",206.049114465714,43.8485412597656,39.2151565551758,16.9303741455078,0,1281.60136576522,185.648693495652,57.75,107568.698516717,21391.9488673443
9256,"climate285",206.049114465714,43.8485412597656,39.2151565551758,16.9303741455078,389.356675350649,3915.86128766234,743.339625792208,57.75,107568.698516717,21391.9488673443
9112,"climate285",206.049114465714,43.8485412597656,39.2151565551758,16.9303741455078,402.38793200189,439.32616087051,668.460013202268,61,20818.1194731035,48222.7925941118
8970,"climate250",206.049114465714,43.8485412597656,39.2151565551758,16.9303741455078,2132.621723,725.002932,7525.815694,61,20818.1194731035,48222.7925941118
8829,"climate250",193.110346794128,42.7815628051758,39.1551475524902,18.0536098480225,2132.621723,725.002932,7525.815694,61,20818.1194731035,48222.7925941118
8688,"climate250",192.00000166893,42.689998626709,39.1500015258789,18.1499996185303,2132.621723,725.002932,7525.815694,61,20818.1194731035,48222.7925941118
8549,"climate250",192.00000166893,42.689998626709,39.1500015258789,18.1499996185303,210.501908,8979.942085,264.15057,61,20818.1194731035,48222.7925941118
8411,"climate250",170.729994773865,26.9942035675049,38.7759399414062,34.2345237731934,210.501908,8979.942085,264.15057,70.75,20818.1194731035,48222.7925941118
8274,"climate250",145.55536210537,51.1052551269531,38.2744331359863,10.6189050674438,210.501908,8979.942085,264.15057,57.75,20818.1194731035,48222.7925941118
8138,"climate250",174.356460571289,43.5277481079102,39.0776176452637,17.3852634429932,210.501908,8979.942085,264.15057,57.75,20818.1194731035,48222.7925941118
8003,"climate233",177.000001072884,42.689998626709,39.1500015258789,18.1499996185303,402.38793200189,439.32616087051,668.460013202268,61,20818.1194731035,48222.7925941118
7870,"climate222",122.662968933582,68.8822937011719,25.7775650024414,5.3485631942749,NA,NA,NA,NA,NA,NA
7738,"climate227",120.029449462891,65.4331970214844,27.6884231567383,6.8865065574646,NA,NA,NA,NA,NA,NA
7607,"climate227",120.937056839466,42.6621589660645,39.9134254455566,17.4250450134277,NA,NA,NA,NA,NA,176215
7479,"climate227",120.999999344349,40.75,40.939998626709,18.3099994659424,NA,NA,NA,NA,NA,260680
